Press Release Identifier,Headline,Subhead,Date,url,Press Release,Year
2023 | Entry No. 444,"Attorney General Ellison sues Reynolds, Walmart for defrauding consumers, deceptively marketing ‘recycling’ bags that are not recyclable","Recyclable materials in ‘recycling’ bags end up in landfills and bags harm recycling facilities and endanger workers, while companies claim they are ‘perfect’ for recycling",6-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/06_RecyclingBags.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/06_RecyclingBags.asp,2023
2023 | Entry No. 445,Minnesota to receive $208M more in settlements with opioid companies,Part of $17.3B in agreements with manufacturers Teva and Allergan and pharmacies CVS and Walgreens,9-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/09_OpioidSettlement.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/09_OpioidSettlement.asp,2023
2023 | Entry No. 446,Attorney General Ellison expands consumer-protection work with new Civil Rights Division,"Civil Rights Division to protect consumers from discrimination in buying products or services, investigate fraudulent conduct that disproportionately harms consumers on the basis of race, religion, or other protected statuses",10-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/10_CivilRightsDivision.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/10_CivilRightsDivision.asp,2023
2023 | Entry No. 447,Deputy Attorney General Luz María Frías to retire after 30-year career in public service,AG Ellison: ‘Luz Frías is one of a kind … always leading with community’,13-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/13_DeputyAG.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/13_DeputyAG.asp,2023
2023 | Entry No. 448,Minnesota Attorney General’s Office named a Top Workplace for third consecutive year,Ranked #10 among midsize organizations; only government entity among 200 honored,13-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/13_TopWorkplace.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/13_TopWorkplace.asp,2023
2023 | Entry No. 449,Attorney General Ellison stops physician from deceptively soliciting donations,"Agreement bans Excelsior-based wellness physician Sean O’Mara from soliciting for a nonexistent charity, falsely claiming charitability and tax-deductibility, and engaging in other deceptive tactics",14-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/14_OMara.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/14_OMara.asp,2023
2023 | Entry No. 450,Chief Justice Gildea served our state nobly and honorably for many years,AG Ellison issues statement reacting Minnesota Supreme Court Chief Justice Lorie Gildea’s retirement,15-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/15_Gildea.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/15_Gildea.asp,2023
2023 | Entry No. 451,Federal and State investigations of MPD find ‘very serious and systemic problems that we have to fix’,AG Ellison’s statement on results of DOJ investigation into Minneapolis Police Department,16-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/16_MPD.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/16_MPD.asp,2023
2023 | Entry No. 452,Clothing retailer ‘Adore Me’ to refund consumers for recurring negative-option membership,"Company to pay refunds to customers, make cancellations easier, cease deceptive practices",16-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/16_AdoreMe.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/16_AdoreMe.asp,2023
2023 | Entry No. 453,Attorney General Ellison warns Minnesota ‘Swifties’ of potential scams related to Taylor Swift ‘Eras’ Tour tickets,Recommends important rules to follow to avoid online ticket scams,18-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/18_TicketScams.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/18_TicketScams.asp,2023
2023 | Entry No. 454,Attorney General Ellison offers Target help in combatting anti-LGBTQ+ harassment and violence,Co-leads letter of 15 AGs expressing concern with Target’s decision to pull some Pride merchandise from stores: concerned it sends message that ‘those who engage in hateful and disruptive conduct … have the power to determine when LGBTQIA+ consumers will feel comfortable in Target stores — or anywhere in society’,20-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/20_Target.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/20_Target.asp,2023
2023 | Entry No. 455,Attorney General Ellison Joins Landmark FTC Lawsuit Challenging ‘Dangerous’ Pharmaceutical Merger,"Lawsuit seeks to block proposed acquisition by Amgen, one of world’s largest drug companies, in FTC’s first ever challenge of a pharmaceutical merger",23-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/23_Amgen.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/23_Amgen.asp,2023
2023 | Entry No. 456,Court upholds entirety of Attorney General Ellison’s lawsuit against Fleet Farm,"Federal court denies Fleet Farm’s motion to dismiss, finds State’s claims can proceed despite federal law shielding the firearms industry",27-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/27_FleetFarm.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/27_FleetFarm.asp,2023
2023 | Entry No. 457,Attorney General Ellison urges Google to resolve issue causing surge of inadvertent 911 calls,"Recent Android software update causes many hundreds of inadvertent 911 calls per day, creates tremendous drain on emergency-response resources across Minnesota",29-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/29_GoogleAndroid.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/29_GoogleAndroid.asp,2023
2023 | Entry No. 458,Attorney General Ellison forms Task Force on Worker Misclassification,Applications accepted until early August through online Open Appointments process,6-Jul-23,https://www.ag.state.mn.us/Office/Communications/2023/07/06_Taskforce.asp,https://www.ag.state.mn.us/Office/Communications/2023/07/06_Taskforce.asp,2023
2023 | Entry No. 459,Attorney General Ellison sues for-profit educational provider for illegal student lending practices,Program made false promises about jobs and income and made illegal “income-share” loans,13-Jul-23,https://www.ag.state.mn.us/Office/Communications/2023/07/13_Prehired.asp,https://www.ag.state.mn.us/Office/Communications/2023/07/13_Prehired.asp,2023
2023 | Entry No. 460,Minnesota joins federal and state law enforcement partners in new crackdown on illegal robocalls,New enforcement sweep targets those who distributed or facilitated billions of illegal calls,18-Jul-23,https://www.ag.state.mn.us/Office/Communications/2023/07/18_Robocalls.asp,https://www.ag.state.mn.us/Office/Communications/2023/07/18_Robocalls.asp,2023
2023 | Entry No. 461,"Attorney General Ellison joins new partnership with USDA to enhance competition, protect consumers and producers in food and agriculture markets","New Agriculture Competition Partnership comes in response to bipartisan effort AG Ellison led seeking ways to collaborate with USDA on greater enforcement in agriculture markets to ensure fairness and integrity for Minnesota farmers, ranchers, and consumers",20-Jul-23,https://www.ag.state.mn.us/Office/Communications/2023/07/20_AgricultureCompetition.asp,https://www.ag.state.mn.us/Office/Communications/2023/07/20_AgricultureCompetition.asp,2023
2023 | Entry No. 462,Attorney General Ellison’s office charges former police officer with financially exploiting vulnerable adult,"Lays two charges of felony and gross misdemeanor financial exploitation of vulnerable adult, one charge of felony attempted theft by swindle; alleges defendant attempted to inherit victim’s entire estate despite victim having surviving family",21-Jul-23,https://www.ag.state.mn.us/Office/Communications/2023/07/21_Silgjord.asp,https://www.ag.state.mn.us/Office/Communications/2023/07/21_Silgjord.asp,2023
2023 | Entry No. 463,Attorney General Ellison files opposition to some terms of national 3M class-action settlement,"Joins bipartisan coalition of 23 attorneys general in objecting to terms of settlement that could place 3M’s liability for PFAS on public water providers, do not disclose how much individual providers would receive, and provide only 60 days for providers to decide whether to join settlement",27-Jul-23,https://www.ag.state.mn.us/Office/Communications/2023/07/27_3MSettlement.asp,https://www.ag.state.mn.us/Office/Communications/2023/07/27_3MSettlement.asp,2023
2023 | Entry No. 464,Attorney General’s Office secures another conviction in Cook County murder case,Jacob Johnson convicted by jury of two counts of 2nd-degree murder in June 2021 murder of Ricky Balsimo,2-Aug-23,https://www.ag.state.mn.us/Office/Communications/2023/08/02_Johnson.asp,https://www.ag.state.mn.us/Office/Communications/2023/08/02_Johnson.asp,2023
2023 | Entry No. 465,Attorney General Ellison opposes laws harming transgender youth in Kentucky and Tennessee,Joins coalition of 20 AGs in supporting lawsuits to block harmful new laws that limit access to lifesaving healthcare for trans youth,11-Aug-23,https://www.ag.state.mn.us/Office/Communications/2023/08/11_Healthcare.asp,https://www.ag.state.mn.us/Office/Communications/2023/08/11_Healthcare.asp,2023
2023 | Entry No. 466,Attorney General Ellison urges court to strengthen Hyundai/Kia private consumer class-action settlement,"Leads coalition of 7 AGs in advocating that settlement require Hyundai and Kia to recall and install industry-standard, anti-theft technology in their theft-prone vehicles",14-Aug-23,https://www.ag.state.mn.us/Office/Communications/2023/08/14_KiaHyundai.asp,https://www.ag.state.mn.us/Office/Communications/2023/08/14_KiaHyundai.asp,2023
2023 | Entry No. 467,Attorney General’s Office secures conviction in Kanabec County murder case,Dustin Tinklenberg pleads guilty to of 2nd-degree intentional murder of his 93-year-old grandmother Stella Anderson in September 2022,16-Aug-23,https://www.ag.state.mn.us/Office/Communications/2023/08/16_Tinklenberg.asp,https://www.ag.state.mn.us/Office/Communications/2023/08/16_Tinklenberg.asp,2023
2023 | Entry No. 468,Federal court tentatively declines to approve agreement in Hyundai/Kia private consumer class-action settlement,Court’s refusal to approve agreement comes shortly after AG Ellison led letter to court recommending it strengthen settlement to require Hyundai/Kia recall or buy back theft-prone vehicles,16-Aug-23,https://www.ag.state.mn.us/Office/Communications/2023/08/16_KiaHyundai.asp,https://www.ag.state.mn.us/Office/Communications/2023/08/16_KiaHyundai.asp,2023
2023 | Entry No. 469,Attorney General Ellison announces new steps in renewed focus on medical billing,Will hold public listening sessions in Saint Paul on August 23 and Rochester on September 13; web form for consumers to submit stories and experiences now live,18-Aug-23,https://www.ag.state.mn.us/Office/Communications/2023/08/18_MedicalBilling.asp,https://www.ag.state.mn.us/Office/Communications/2023/08/18_MedicalBilling.asp,2023
2023 | Entry No. 470,Attorney General Ellison clarifies law on use of force in schools,"Issues opinion to MDE Commissioner: recent amendments to school discipline laws do not preclude use of restraint to prevent death, harm to others, or self-harm",22-Aug-23,https://www.ag.state.mn.us/Office/Communications/2023/08/22_Opinion_SchoolDiscipline.asp,https://www.ag.state.mn.us/Office/Communications/2023/08/22_Opinion_SchoolDiscipline.asp,2023
2023 | Entry No. 471,Attorney General Ellison names Dana Mitchell as Deputy Attorney General,"Current AGO Public Safety division manager is 25-year veteran of legal, public, community service",22-Aug-23,https://www.ag.state.mn.us/Office/Communications/2023/08/22_DeputyAG.asp,https://www.ag.state.mn.us/Office/Communications/2023/08/22_DeputyAG.asp,2023
2023 | Entry No. 472,‘Natalie Hudson is a phenomenally talented jurist…She will serve the state of Minnesota very well’,"AG Ellison hails selection of Natalie Hudson as Minnesota Supreme Court chief justice, first person of color to lead court and Minnesota’s Judicial Branch",23-Aug-23,https://www.ag.state.mn.us/Office/Communications/2023/08/23_Hudson.asp,https://www.ag.state.mn.us/Office/Communications/2023/08/23_Hudson.asp,2023
